"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2008",3.59417781407207,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.5034852378148,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.59223840734638,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.64176224238289,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.54965287602657,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.8594121912825,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.80537264176567,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.85248498795949,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.98844415120257,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.91132389333287,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.94410787150526,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.96807807467432,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.99563858705694,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.02403196769043,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2022",4.05249503192697,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2023",4.08101081430312,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2024",4.10600518430255,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2025",4.13032065698327,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2026",4.15579130764411,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1990",2.58716303694659,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1991",2.57609359321643,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1992",2.61424779347888,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1993",2.68575196776071,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1994",2.72110679053327,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1995",2.7143412129864,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1996",2.81968477213702,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1997",2.87437344642148,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1998",2.87330284304837,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","1999",2.90632261916333,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2000",2.825433600232,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2001",2.88407943908548,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2002",2.73529903447109,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2003",2.84318108455117,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2004",2.90192891783197,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2005",2.93832543989584,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2006",2.98002480065027,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2007",3.05814694313077,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2008",3.07570721427078,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2009",3.10743245940717,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2010",3.15335408471565,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2011",3.28113498699981,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2012",3.36026046289097,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2013",3.30735264962392,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2014",3.32353481841145,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2015",3.34709890790707,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2016",3.35715396838646,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2017",3.36823179379208,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2018",3.39366438291251,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2019",3.41988418102538,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2020",3.44774680396041,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2021",3.47569999225228,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2022",3.50491444063595,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2023",3.53448878067107,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2024",3.56467158287773,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2025",3.59535343518258,
"BRICS","CROPYIELD","RICE","TONNE_HA","A","2026",3.62616811911079,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1990",2.44706925056809,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1991",2.38741732005806,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1992",2.57044792569341,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.57578053567414,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.47982836598003,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.49428983247656,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.55826631678282,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.84782968999947,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.44577063342841,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.70812433787321,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.7076826766553,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.81630116414411,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.77853116758162,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.67482991874121,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.8614798343997,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.83547689910939,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.9906710694184,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2007",3.06019310926009,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2008",3.22866860743238,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.15529069281511,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.98499951257191,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.28053698169991,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.15831590212196,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.36148376218342,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.49523579784888,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.39211445682512,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.61486952881653,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.46317730329673,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.49291128603347,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.52040809966854,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.54970633410574,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.57999870598553,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.609618974849,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.63982716215074,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.67078336560606,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.70103082099002,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.73335056819309,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1991",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1992",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1993",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1994",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1995",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1996",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1997",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1998",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","1999",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2000",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2001",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2002",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2003",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2004",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2005",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2006",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2007",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2008",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2009",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2010",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2011",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2012",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2013",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2014",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2015",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2016",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2017",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2018",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2019",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2020",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2021",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2022",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2023",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2024",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2025",0,
"NZL","CROPYIELD","RICE","TONNE_HA","A","2026",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1990",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1991",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1992",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1993",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1994",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1995",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1996",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1997",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1998",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","1999",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2000",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2001",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2002",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2003",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2004",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2005",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2006",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2007",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2008",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2009",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2010",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2011",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2012",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2013",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2014",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2015",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2016",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2017",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2018",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2019",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2020",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2021",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2022",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2023",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2024",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2025",0,
"NOR","CROPYIELD","RICE","TONNE_HA","A","2026",0,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1990",4.58610415711228,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1991",4.58388678380399,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1992",3.40643635744284,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1993",5.084099992737,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.80111764293953,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1995",4.66722726565572,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1996",4.45759321278374,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.2657627046343,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1998",4.65540579035449,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","1999",4.40550189365818,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2000",4.54253705406743,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2001",4.02191373004377,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2002",4.19228066050251,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.62197594919474,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.72533047128962,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.86304014142797,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2006",4.12629231458512,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2007",4.35471473240608,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.82574356912905,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.37114337154664,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2010",4.56614433387216,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.81550667217044,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2012",4.07276185871171,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.84161523998391,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2014",4.79296000203189,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.7003587285428,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.70940606039743,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.06757493047718,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2018",4.08791280512957,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2019",4.10835236915521,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2020",4.12889413100099,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.149538601656,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2022",4.17028629466428,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2023",4.1911377261376,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2024",4.21209341476828,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2025",4.23315388184212,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2026",4.25431965125134,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1990",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1991",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1992",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1993",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1994",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1995",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1996",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1997",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1998",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","1999",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2000",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2001",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2002",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2003",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2004",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2005",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2006",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2007",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2008",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2009",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2010",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2011",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2012",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2013",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2014",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2015",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2016",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2017",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2018",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2019",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2020",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2021",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2022",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2023",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2024",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2025",0,
"CHE","CROPYIELD","RICE","TONNE_HA","A","2026",0,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1990",5.62999999437,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1991",6.14285713658892,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1992",5.62886597357849,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1993",6.09278349887342,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1994",5.6699029071166,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1995",6.18627450373895,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1996",7.03283463005805,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1997",6.25573376115175,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1998",6.19386367949909,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","1999",5.27078159058952,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2000",5.96294701757764,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2001",5.53286495524048,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2002",5.69139859467628,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2003",5.07411656293496,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2004",6.16207983881072,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2005",5.78833734862139,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2006",5.8550773844725,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2007",6.03943127703364,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2008",6.07228862114352,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2009",6.10664606760751,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.83902811713952,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2011",6.391465376073,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2012",5.86732678083609,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2013",5.44733221999075,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2014",6.43202572417688,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2015",6.22606651088669,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2016",6.22606651088669,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2017",6.23215068307972,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.23408289719127,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2019",6.25217020432847,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2020",6.25376513438406,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2021",6.27657783905427,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2022",6.29257241938704,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2023",6.29661861852124,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2024",6.3124429691503,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2025",6.32053141605098,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2026",6.3339300626762,
"EU28","CROPYIELD","RICE","TONNE_HA","A","1994",3.57325010096691,
"EU28","CROPYIELD","RICE","TONNE_HA","A","1995",3.63138914440507,
"EU28","CROPYIELD","RICE","TONNE_HA","A","1996",3.8495530530855,
"EU28","CROPYIELD","RICE","TONNE_HA","A","1997",4.11235324395839,
"EU28","CROPYIELD","RICE","TONNE_HA","A","1998",3.94604417791442,
"EU28","CROPYIELD","RICE","TONNE_HA","A","1999",4.10082771939177,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2000",3.80590691197955,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2001",3.93847469789117,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2002",4.07528486599707,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2003",3.74990764522921,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2004",4.02610390041382,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2005",3.8536895725361,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2006",3.94256901857183,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2007",4.08691852104707,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2008",3.75520619968939,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2009",4.15796556480742,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2010",3.88239465990548,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2011",3.66294971002474,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2012",4.01621705653605,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2013",4.03955881788819,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2014",3.95615736358877,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2015",4.06513018013001,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2016",4.05081973851394,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2017",4.00472760441769,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2018",4.00388406166749,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2019",4.00531118342544,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2020",4.0372383177686,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2021",4.04760052086842,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2022",4.05928666506862,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2023",4.06233166637242,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2024",4.06414717915751,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2025",4.06933037931011,
"EU28","CROPYIELD","RICE","TONNE_HA","A","2026",4.0742346459667,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","1994",4.6508289754036,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","1995",4.70594265373476,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","1996",4.96926831374106,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.78909821466913,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","1998",5.13061911872363,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","1999",4.97025804193764,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2000",4.93747742556856,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2001",4.76013983264797,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2002",4.94523284913722,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.51490374301686,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2004",5.60958807441841,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2005",5.10592285504481,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2006",5.08858450067408,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2007",4.83959566431227,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2008",5.69685556254888,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2009",5.41839314282621,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.28987190671426,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2011",5.33167266579599,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2012",5.20216649947109,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2013",5.60144144743827,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2014",5.89010044384474,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2015",6.02763890536781,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2016",5.37116020210726,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2017",5.76259630114019,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2018",5.80247073408511,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.83654116709381,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.87681156780769,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2021",5.91722377043196,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2022",5.95494609311021,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2023",5.99186641022909,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2024",6.02978289895946,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2025",6.06691802566933,
"EU28","CROPYIELD","WHEAT","TONNE_HA","A","2026",6.10541057938737,
"WLD","CROPYIELD","RICE","THND_TONNE","A","1994",361337.160248527,
"WLD","CROPYIELD","RICE","THND_TONNE","A","1995",368744.588209427,
"WLD","CROPYIELD","RICE","THND_TONNE","A","1996",383299.976357491,
"WLD","CROPYIELD","RICE","THND_TONNE","A","1997",387344.644374146,
"WLD","CROPYIELD","RICE","THND_TONNE","A","1998",389486.347902232,
"WLD","CROPYIELD","RICE","THND_TONNE","A","1999",408428.964704614,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2000",398981.292301785,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2001",400648.248667583,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2002",380619.042796682,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2003",391416.91389948,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2004",404430.187035566,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2005",422077.050254187,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2006",425299.729494297,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2007",435851.954789576,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2008",457231.285842813,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2009",453473.438984563,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2010",466828.936869931,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2011",482991.923905588,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2012",487812.756681501,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2013",494165.562169244,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2014",494697.007668283,
"WLD","CROPYIELD","RICE","THND_TONNE","A","2015",491961.652279706,
